cartoon_title,character,start_year,end_year
Hatchimals: Pixies,Chickchaff,2018,2018
Hatchimals: Pixies,Citrus Carley,2018,2018
Hatchimals: Pixies,Draggle,2018,2018
Hatchimals: Pixies,Hamstar,2018,2018
Hatchimals: Pixies,Hummingbear,2018,2018
Hatchimals: Pixies,Kittycan,2018,2018
Hatchimals: Pixies,Mer-Unikeet,2018,2018
Hatchimals: Pixies,Owlicorn,2018,2018
Hatchimals: Pixies,Penguala,2018,2018
Hazbin Hotel,Alastor,2019,2019
Hazbin Hotel,Angel Dust,2019,2019
Hazbin Hotel,Charlie Magne,2019,2019
Hazbin Hotel,Egg Bois,2019,2019
Hazbin Hotel,Katie Killjoy,2019,2019
Hazbin Hotel,Sir Pentious,2019,2019
Hazbin Hotel,Tom Trench,2019,2019
Hazbin Hotel,Vaggie,2019,2019
He-Man and the Masters of the Universe,Arcadian women,1983,1985
He-Man and the Masters of the Universe,Garth,1983,1985
He-Man and the Masters of the Universe,He-Man,1983,1985
He-Man and the Masters of the Universe,Man-At-Arms,1983,1985
He-Man and the Masters of the Universe,Orko,1983,1985
He-Man and the Masters of the Universe,Queen Marlena,1983,1985
He-Man and the Masters of the Universe,Teela,1983,1985
Heathcliff & the Catillac Cats,Bush,1984,1987
Heathcliff & the Catillac Cats,Heathcliff,1984,1987
Heathcliff & the Catillac Cats,Hector,1984,1987
Heathcliff & the Catillac Cats,Iggy,1984,1987
Heathcliff & the Catillac Cats,Isidore,1984,1987
Heathcliff & the Catillac Cats,Marcy,1984,1987
Heathcliff & the Catillac Cats,Mungo,1984,1987
Heathcliff & the Catillac Cats,Riff-Raff,1984,1987
Heathcliff & the Catillac Cats,Spike,1984,1987
Heathcliff & the Catillac Cats,Wordsworth,1984,1987
Hell Girl,Ai Enma,2005,2006
Hell Girl,Hajime Shibata,2005,2006
Hell Girl,Hone Onna,2005,2006
Hell Girl,Ichimoku Ren,2005,2006
Hell Girl,Tsugumi Shibata,2005,2006
Hell Girl,Wanyudo,2005,2006
Hell Girl,Wanyuudou,2005,2006
Hell Girl: Three Vessels,Enma Ai,2008,2009
Hell Girl: Three Vessels,Ichimoku Ren,2008,2009
Hell Girl: Three Vessels,Takeru Yukawa,2008,2009
Hell Girl: Three Vessels,Wanyuudoo,2008,2009
Hell Girl: Two Mirrors,Ai Enma,2006,2007
Hell Girl: Two Mirrors,Honeonna,2006,2007
Hell Girl: Two Mirrors,Ichimoku Ren,2006,2007
Hell Girl: Two Mirrors,Kikuri,2006,2007
Hell Girl: Two Mirrors,Shibata Hajime,2006,2007
Hell Girl: Two Mirrors,Shoko Kenmochi,2006,2007
Hell Girl: Two Mirrors,Waniyuudoo,2006,2007
Hellbenders,A Fly,2012,2012
Hellbenders,Chris,2012,2012
Hellbenders,Guy 1,2012,2012
Hellbenders,Guy 2,2012,2012
Hellbenders,Shitty Trombone,2012,2012
Hellbenders,Zach,2012,2012
Hellsing,Alexander Anderson,2001,2002
Hellsing,Alucard,2001,2002
Hellsing,Integra,2001,2002
Hellsing,Peter Fargason,2001,2002
Hellsing,Seras Victoria,2001,2002
Hellsing,Sir Integra Wingates Hellsing,2001,2002
Hellsing,Walter C. Dollneazz,2001,2002
Hellsing,Walter C. Dornez,2001,2002
Hellsing Ultimate,Alexander Anderson,2006,2012
Hellsing Ultimate,Alucard,2006,2012
Hellsing Ultimate,Enrico Maxwell,2006,2012
Hellsing Ultimate,Seras Victoria,2006,2012
Hellsing Ultimate,Sir Integra Fairbrook Wingates Hellsing,2006,2012
Hellsing Ultimate,The Major,2006,2012
Hellsing Ultimate,Walter C. Dornez,2006,2012
Helluva Boss,'Some' Demon Guy,2019,2019
Helluva Boss,Baby Octavia,2019,2019
Helluva Boss,Blitzo,2019,2019
Helluva Boss,Loona,2019,2019
Helluva Boss,Millie,2019,2019
Helluva Boss,Moxxie,2019,2019
Helluva Boss,Stolas,2019,2019
Helluva Boss,Verosika Mayday,2019,2019
Henry Hugglemonster,Cobby,2013,2015
Henry Hugglemonster,Daddo,2013,2015
Henry Hugglemonster,Denzel Dugglemonster,2013,2015
Henry Hugglemonster,Eduardo Enormomonster,2013,2015
Henry Hugglemonster,Ernestine Enormomonster,2013,2015
Henry Hugglemonster,Henry,2013,2015
Henry Hugglemonster,Ivor,2013,2015
Henry Hugglemonster,Momma,2013,2015
Henry Hugglemonster,Nan-oh,2013,2015
Henry Hugglemonster,Summer,2013,2015
Hero Elementary,AJ Gadgets,2020,2020
Hero Elementary,Benny Bubbles,2020,2020
Hero Elementary,Dr. Inventor Man,2020,2020
Hero Elementary,Heidi,2020,2020
Hero Elementary,Lucita Sky,2020,2020
Hero Elementary,Mr. Sparks,2020,2020
Hero Elementary,Mr. Whithers,2020,2020
Hero Elementary,Mrs. Mangia,2020,2020
Hero Elementary,Sara Snap,2020,2020
Hero Elementary,Stevie Heat,2020,2020
Hero Factory,Black Phantom,2010,2014
Hero Factory,Corroder,2010,2014
Hero Factory,Dunkan Bulk,2010,2014
Hero Factory,Jimi Stringer,2010,2014
Hero Factory,Julius Nex,2010,2014
Hero Factory,Mark Surge,2010,2014
Hero Factory,Natalie Breez,2010,2014
Hero Factory,Preston Stormer,2010,2014
Hero Factory,Professor Nathaniel Zib,2010,2014
Hero Factory,William Furno,2010,2014
Hero Mask,Anna,2018,2018
Hero Mask,Connor,2018,2018
Hero Mask,Edmond Chandler,2018,2018
Hero Mask,Eve,2018,2018
Hero Mask,Grimm,2018,2018
Hero Mask,Harry,2018,2018
Hero Mask,James Blood,2018,2018
Hero Mask,Jasper,2018,2018
Hero Mask,Lennox Gallagher,2018,2018
Hero Mask,Sarah Sinclair,2018,2018
Hero: 108,Alpha Girl,2010,2012
Hero: 108,Camel King,2010,2012
Hero: 108,Hopper Bøhfjæs,2010,2012
Hero: 108,Jumpy Ghostface,2010,2012
Hero: 108,Lin Chung,2010,2012
Hero: 108,Mighty Ray,2010,2012
Hero: 108,Mr. No Hands,2010,2012
Hero: 108,Mystique Sonia,2010,2012
Hero: 108,Sparky Black,2010,2012
Hero: 108,Twin Masters,2010,2012
Hetalia: Axis Powers,America,2009,2016
Hetalia: Axis Powers,China,2009,2016
Hetalia: Axis Powers,France,2009,2016
Hetalia: Axis Powers,Germany,2009,2016
Hetalia: Axis Powers,Italy,2009,2016
Hetalia: Axis Powers,Japan,2009,2016
Hetalia: Axis Powers,Romano,2009,2016
Hetalia: Axis Powers,Russia,2009,2016
Hetalia: Axis Powers,Sweden,2009,2016
Hey Arnold!,Arnold's Grandma,1996,2004
Hey Arnold!,Arnold's Grandpa,1996,2004
Hey Arnold!,Brainy,1996,2004
Hey Arnold!,Gerald Johanssen,1996,2004
Hey Arnold!,Harold Berman,1996,2004
Hey Arnold!,Helga Pataki,1996,2004
Hey Arnold!,Phoebe Heyerdahl,1996,2004
Hey Arnold!,Rhonda Wellington Lloyd,1996,2004
Hey Arnold!,Sid,1996,2004
Hey Arnold!,Stinky Petersen,1996,2004
Hey Duggee,Betty,2014,2014
Hey Duggee,Chicken,2014,2014
Hey Duggee,Duggee,2014,2014
Hey Duggee,Frog,2014,2014
Hey Duggee,Happy,2014,2014
Hey Duggee,Mr. Crab,2014,2014
Hey Duggee,Norrie,2014,2014
Hey Duggee,Roly,2014,2014
Hey Duggee,Tag,2014,2014
Hi Hi Puffy AmiYumi,Ami Onuki,2004,2006
Hi Hi Puffy AmiYumi,Atchan,2004,2006
Hi Hi Puffy AmiYumi,Harmony,2004,2006
Hi Hi Puffy AmiYumi,Kaz,2004,2006
Hi Hi Puffy AmiYumi,Knoble Knight,2004,2006
Hi Hi Puffy AmiYumi,Vladimir,2004,2006
Hi Hi Puffy AmiYumi,Wall,2004,2006
Hi Hi Puffy AmiYumi,Yumi Yoshimura,2004,2006
Hi Score Girl,Akira Ono,2018,2018
Hi Score Girl,Andaba,2018,2018
Hi Score Girl,Genta Doi,2018,2018
Hi Score Girl,Guile,2018,2018
Hi Score Girl,Haruo Yaguchi,2018,2018
Hi Score Girl,Jiiya,2018,2018
Hi Score Girl,Koharu Hidaka,2018,2018
Hi Score Girl,Kotaro Miyao,2018,2018
Hi Score Girl,Namie Yaguchi,2018,2018
Higglytown Heroes,Detective Hero,2004,2008
Higglytown Heroes,Eubie,2004,2008
Higglytown Heroes,Fran,2004,2008
Higglytown Heroes,Fripp,2004,2008
Higglytown Heroes,Kip,2004,2008
Higglytown Heroes,Pizza Guy,2004,2008
Higglytown Heroes,Tini,2004,2008
Higglytown Heroes,Twinkle,2004,2008
Higglytown Heroes,Uncle Lemmo,2004,2008
Higglytown Heroes,Wayne,2004,2008
High School USA!,Amber,2013,2015
High School USA!,Blackstein,2013,2015
High School USA!,Brad,2013,2015
High School USA!,Cassandra,2013,2015
High School USA!,Marsh Merriwether,2013,2015
High School USA!,Mr. Merriwether,2013,2015
High School USA!,Mr. Structor,2013,2015
High School USA!,Officer Dumphy,2013,2015
High School USA!,Student,2013,2015
High School USA!,Tracy,2013,2015
High-Rise Invasion,Dealer Mask,2021,2021
High-Rise Invasion,Ein,2021,2021
High-Rise Invasion,Honjô Yuri,2021,2021
High-Rise Invasion,Kazuma Aohara,2021,2021
High-Rise Invasion,Kuon Shinzaki,2021,2021
High-Rise Invasion,Nise Mayuko,2021,2021
High-Rise Invasion,Rika Honjo,2021,2021
High-Rise Invasion,Sniper Mask,2021,2021
High-Rise Invasion,Yayoi Kusakabe,2021,2021
Highlander: The Animated Series,Arak,1994,1996
Highlander: The Animated Series,Asklepios,1994,1996
Highlander: The Animated Series,Child Quentin,1994,1996
Highlander: The Animated Series,Clyde,1994,1996
Highlander: The Animated Series,Kortan,1994,1996
Highlander: The Animated Series,Malone,1994,1996
Highlander: The Animated Series,Mangus,1994,1996
Highlander: The Animated Series,Quentin MacLeod,1994,1996
Highlander: The Animated Series,Ramirez,1994,1996
Highschool of the Dead,Jîku,2010,2010
Highschool of the Dead,Kôta Hirano,2010,2010
Highschool of the Dead,Maruyama,2010,2010
Highschool of the Dead,Rei Miyamoto,2010,2010
Highschool of the Dead,Saeko Busujima,2010,2010
Highschool of the Dead,Saya Takagi,2010,2010
Highschool of the Dead,Shizuka Marikawa,2010,2010
Highschool of the Dead,Takashi Komuro,2010,2010
Higurashi no Naku Koro ni,Detective Oishi Kuraudo,2006,2013
Higurashi no Naku Koro ni,Keiichi Maebara,2006,2013
Higurashi no Naku Koro ni,Mion Sonozaki,2006,2013
Higurashi no Naku Koro ni,Rena Ryugu,2006,2013
Higurashi no Naku Koro ni,Rika Furude,2006,2013
Higurashi no Naku Koro ni,Satoko Hojo,2006,2013
Higurashi: When They Cry - GOU,Furude Rika,2020,2020
Higurashi: When They Cry - GOU,Houjou Satoko,2020,2020
Higurashi: When They Cry - GOU,Jiro Tomitake,2020,2020
Higurashi: When They Cry - GOU,Kuraudo Oishi,2020,2020
Higurashi: When They Cry - GOU,Kyosuke Irie,2020,2020
Higurashi: When They Cry - GOU,Maebara Keiichi,2020,2020
Higurashi: When They Cry - GOU,Mion Sonozaki,2020,2020
Higurashi: When They Cry - GOU,Miyo Takano,2020,2020
Higurashi: When They Cry - GOU,Rena Ryugu,2020,2020
Higurashi: When They Cry - GOU,Rumiko Chie,2020,2020
Hilda,Alfur,2018,2020
Hilda,David,2018,2020
Hilda,Erik Ahlberg,2018,2020
Hilda,Frida,2018,2020
Hilda,Gerda,2018,2020
Hilda,Hilda,2018,2020
Hilda,Kertasnikir,2018,2020
Hilda,Mum,2018,2020
Hilda,Sparrow Scout Choir Member,2018,2020
Hinomaru Sumo,Chihiro,2018,2019
Hinomaru Sumo,Chizuko,2018,2019
Hinomaru Sumo,Hinomaru,2018,2019
Hinomaru Sumo,Kei,2018,2019
Hinomaru Sumo,Kirihito,2018,2019
Hinomaru Sumo,Ozeki,2018,2019
Hinomaru Sumo,Reina,2018,2019
Hinomaru Sumo,Sada,2018,2019
Hinomaru Sumo,Shibakiyama,2018,2019
Hinomaru Sumo,Yuma,2018,2019
Home Movies,Brendon Small,1999,2004
Home Movies,Cynthia,1999,2004
Home Movies,Erik Robbins,1999,2004
Home Movies,Fenton Mulley,1999,2004
Home Movies,Jason Penopolis,1999,2004
Home Movies,Linda,1999,2004
Home Movies,Melissa Robbins,1999,2004
Home Movies,Paula Small,1999,2004
Home Movies,Ronald Lynch,1999,2004
Home: Adventures with Tip & Oh,Apple,2016,2018
Home: Adventures with Tip & Oh,Elrod,2016,2018
Home: Adventures with Tip & Oh,Gratuity 'Tip' Tucci,2016,2018
Home: Adventures with Tip & Oh,Kyle,2016,2018
Home: Adventures with Tip & Oh,Lucy Tucci,2016,2018
Home: Adventures with Tip & Oh,Oh,2016,2018
Home: Adventures with Tip & Oh,Pig,2016,2018
Home: Adventures with Tip & Oh,Pom Pom Pappernacky,2016,2018
Home: Adventures with Tip & Oh,Sharzod,2016,2018
Home: Adventures with Tip & Oh,Smek,2016,2018
Homestar Runner,Baby Lady,2000,2000
Homestar Runner,Dongolev,2000,2000
Homestar Runner,Kevin,2000,2000
Homestar Runner,King of Peasantry,2000,2000
Homestar Runner,Marzipan,2000,2000
Homestar Runner,Naked Ned,2000,2000
Homestar Runner,Nibbles,2000,2000
Homestar Runner,Strong Bad,2000,2000
Homestar Runner,The Blue Knight,2000,2000
Homestar Runner,The Poopsmith,2000,2000
Hong Kong Phooey,Big Duke,1974,1975
Hong Kong Phooey,Burly Boondock,1974,1975
Hong Kong Phooey,Curly Boondock,1974,1975
Hong Kong Phooey,Hong Kong Phooey,1974,1975
Hong Kong Phooey,Mr. Shrink,1974,1975
Hong Kong Phooey,Rosemary,1974,1975
Hong Kong Phooey,Sergeant Flint,1974,1975
Hong Kong Phooey,Spot,1974,1975
Hong Kong Phooey,The Claw,1974,1975
Hoops,Coach Ben Hopkins,2020,2020
Hoops,Connie,2020,2020
Hoops,DJ,2020,2020
Hoops,Kirk,2020,2020
Hoops,Marcus,2020,2020
Hoops,Matty,2020,2020
Hoops,Opal Lowry,2020,2020
Hoops,Ron,2020,2020
Hoops,Shannon,2020,2020
Hoops,Time Bomb,2020,2020
Horrid Henry,Dad,2006,2006
Horrid Henry,DJB Rap,2006,2006
Horrid Henry,Horrid Henry,2006,2006
Horrid Henry,Moody Margaret,2006,2006
Horrid Henry,Mum,2006,2006
Horrid Henry,Perfect Peter,2006,2006
Horrid Henry,Rude Ralph,2006,2006
Horrid Henry,Sour Susan,2006,2006
Hot Streets,Agent Donald French,2016,2019
Hot Streets,Agent Magafferty,2016,2019
Hot Streets,Agent Mark Branski,2016,2019
Hot Streets,Chubbie Webbers,2016,2019
Hot Streets,J.A.S.O.N.,2016,2019
Hot Streets,Jen Sanders,2016,2019
Hot Streets,Jet Jr.,2016,2019
Hot Streets,Matt,2016,2019
Hot Streets,Nostril,2016,2019
Hot Streets,Soo Park,2016,2019
Hot Wheels: Battle Force 5,Agura Ibaden,2009,2011
Hot Wheels: Battle Force 5,Grimian,2009,2011
Hot Wheels: Battle Force 5,Krylox,2009,2011
Hot Wheels: Battle Force 5,Krytus,2009,2011
Hot Wheels: Battle Force 5,Sage,2009,2011
Hot Wheels: Battle Force 5,Spinner Cortez,2009,2011
Hot Wheels: Battle Force 5,Stanford Isaac Rhodes IV,2009,2011
Hot Wheels: Battle Force 5,Vert Wheeler,2009,2011
Hot Wheels: Battle Force 5,Zemerik,2009,2011
Hot Wheels: Battle Force 5,Zoom Takazumi,2009,2011
Hotel Transylvania: The Series,Aunt Lydia,2017,2020
Hotel Transylvania: The Series,Dracula,2017,2020
Hotel Transylvania: The Series,Hank,2017,2020
Hotel Transylvania: The Series,Maggie the Ghost,2017,2020
Hotel Transylvania: The Series,Mavis,2017,2020
Hotel Transylvania: The Series,Pedro,2017,2020
Hotel Transylvania: The Series,Uncle Gene,2017,2020
Hotel Transylvania: The Series,Wendy,2017,2020
House of Mouse,Clarabelle Cow,2001,2021
House of Mouse,Daisy Duck,2001,2021
House of Mouse,Donald Duck,2001,2021
House of Mouse,Goofy,2001,2021
House of Mouse,Gus Goose,2001,2021
House of Mouse,Ludwig Von Drake,2001,2021
House of Mouse,Mickey Mouse,2001,2021
House of Mouse,Mike,2001,2021
House of Mouse,Minnie Mouse,2001,2021
House of Mouse,Pete,2001,2021
Housebroken,Flatfoot,2021,2021
Housebroken,Hairball,2021,2021
Housebroken,Honey,2021,2021
Housebroken,Laney,2021,2021
Housebroken,Lyle,2021,2021
Housebroken,Mina,2021,2021
Housebroken,Mr. Smiles,2021,2021
Housebroken,Netter,2021,2021
Housebroken,Pelly,2021,2021
Housebroken,Twinkle,2021,2021
How NOT to Summon a Demon Lord,Alicia Crystella,2018,2018
How NOT to Summon a Demon Lord,Diablo,2018,2018
How NOT to Summon a Demon Lord,Rem Galleu,2018,2018
How NOT to Summon a Demon Lord,Shera L. Greenwood,2018,2018
How NOT to Summon a Demon Lord,Sylvie,2018,2018
Hulk and the Agents of S.M.A.S.H.,A-Bomb,2013,2015
Hulk and the Agents of S.M.A.S.H.,Abomination,2013,2015
Hulk and the Agents of S.M.A.S.H.,Devil Dinosaur,2013,2015
Hulk and the Agents of S.M.A.S.H.,Hulk,2013,2015
Hulk and the Agents of S.M.A.S.H.,J. Jonah Jameson,2013,2015
Hulk and the Agents of S.M.A.S.H.,Red Hulk,2013,2015
Hulk and the Agents of S.M.A.S.H.,Ronan,2013,2015
Hulk and the Agents of S.M.A.S.H.,She-Hulk,2013,2015
Hulk and the Agents of S.M.A.S.H.,Skaar,2013,2015
Hulk and the Agents of S.M.A.S.H.,The Leader,2013,2015
Hulk Hogan's Rock 'n' Wrestling,'Rowdy' Roddy Piper,1985,1986
Hulk Hogan's Rock 'n' Wrestling,Andre the Giant,1985,1986
Hulk Hogan's Rock 'n' Wrestling,Captain Lou Albano,1985,1986
Hulk Hogan's Rock 'n' Wrestling,Hillbilly Jim,1985,1986
Hulk Hogan's Rock 'n' Wrestling,Hulk Hogan,1985,1986
Hulk Hogan's Rock 'n' Wrestling,Junkyard Dog,1985,1986
Hulk Hogan's Rock 'n' Wrestling,Mr. Fuji,1985,1986
Hulk Hogan's Rock 'n' Wrestling,Nikolai Volkoff,1985,1986
Hulk Hogan's Rock 'n' Wrestling,Superfly Jimmy Snuka,1985,1986
Hulk Hogan's Rock 'n' Wrestling,The Fabulous Moolah,1985,1986
Human Discoveries,Beth,2019,2019
Human Discoveries,Bog,2019,2019
Human Discoveries,Gary,2019,2019
Human Discoveries,Jane,2019,2019
Human Discoveries,Judy Elk,2019,2019
Human Discoveries,Marsh,2019,2019
Human Discoveries,Minerva,2019,2019
Human Discoveries,Trog,2019,2019
Human Discoveries,Ugg,2019,2019
Human Discoveries,William Elk,2019,2019
Human Kind Of,Cory,2018,2018
Human Kind Of,Dad,2018,2018
Human Kind Of,Iris,2018,2018
Human Kind Of,Judy Reilly,2018,2018
Human Kind Of,Melissa,2018,2018
Hunter x Hunter,Gon Freecss,2011,2014
Hunter x Hunter,Hisoka Morow,2011,2014
Hunter x Hunter,Killua Zoldyck,2011,2014
Hunter x Hunter,Kurapika,2011,2014
Hunter x Hunter,Leorio Paladiknight,2011,2014
Huntik: Secrets and Seekers,Dante Vale,2009,2012
Huntik: Secrets and Seekers,Den Fears,2009,2012
Huntik: Secrets and Seekers,Guggenheim,2009,2012
Huntik: Secrets and Seekers,Lok Lambert,2009,2012
Huntik: Secrets and Seekers,Montehue,2009,2012
Huntik: Secrets and Seekers,Shauna,2009,2012
Huntik: Secrets and Seekers,Simon Judeau,2009,2012
Huntik: Secrets and Seekers,Sophie Casterwill,2009,2012
Huntik: Secrets and Seekers,Zhalia Moon,2009,2012
Hyouka,Eru Chitanda,2012,2012
Hyouka,Hotaro Oreki,2012,2012
Hyouka,Houtarou Oreki,2012,2012
Hyouka,Madori Yamanishi,2012,2012
Hyouka,Mayaka Ibara,2012,2012
Hyouka,Muneyoshi Kugayama,2012,2012
Hyouka,Takeo Kaito,2012,2012
Hyouka,Takeo Katsuta,2012,2012
Hyouka,Tomoe Oreki,2012,2012
I Am Weasel,Admiral Bullets,1997,1999
I Am Weasel,Baboon's Sister,1997,1999
I Am Weasel,Dad,1997,1999
I Am Weasel,Earl,1997,1999
I Am Weasel,Flem,1997,1999
I Am Weasel,Hyena,1997,1999
I Am Weasel,I.M. Weasel,1997,1999
I Am Weasel,I.R. Baboon,1997,1999
I Am Weasel,Loulabelle,1997,1999
I Am Weasel,Teacher,1997,1999
ID:Invaded,Akihito Narihisago,2020,2020
ID:Invaded,Fukuda,2020,2020
ID:Invaded,Hondomachi,2020,2020
ID:Invaded,Kiki Asukai,2020,2020
ID:Invaded,Momoki,2020,2020
ID:Invaded,Muku,2020,2020
ID:Invaded,Shiratake,2020,2020
ID:Invaded,Togo,2020,2020
Iggy Arbuckle,Barry Bulevardo,2007,2007
Iggy Arbuckle,Chip,2007,2007
Iggy Arbuckle,Harley Hog,2007,2007
Iggy Arbuckle,Iggy,2007,2007
Iggy Arbuckle,Iggy Arbuckle,2007,2007
Iggy Arbuckle,Jiggers,2007,2007
Iggy Arbuckle,Monty Weevil,2007,2007
Iggy Arbuckle,Prince,2007,2007
Iggy Arbuckle,Quilpie,2007,2007
Iggy Arbuckle,Robert,2007,2007
Il était une fois... l'homme,Le Gros,1978,1981
Il était une fois... l'homme,Le Nabot,1978,1981
Il était une fois... l'homme,Le Teigneux,1978,1981
Il était une fois... l'homme,Maestro,1978,1981
Il était une fois... l'homme,Pierette,1978,1981
Il était une fois... l'homme,Pierrot,1978,1981
Il était une fois... la vie,Maestro,1987,1988
Il était une fois... la vie,Psi,1987,1988
In/Spectre,Detective Terada,2020,2020
In/Spectre,Kappa,2020,2020
In/Spectre,Kotoko Iwanaga,2020,2020
In/Spectre,Kuro Sakuragawa,2020,2020
In/Spectre,Kurou Sakuragawa,2020,2020
In/Spectre,Rikka,2020,2020
In/Spectre,Saki Yumihara,2020,2020
In/Spectre,Yokai,2020,2020
Inanimate Insanity,Baseball,2011,2011
Inanimate Insanity,Bomb,2011,2011
Inanimate Insanity,Fan,2011,2011
Inanimate Insanity,Knife,2011,2011
Inanimate Insanity,Lightbulb,2011,2011
Inanimate Insanity,MePhone4,2011,2011
Inanimate Insanity,Microphone,2011,2011
Inanimate Insanity,OJ,2011,2011
Inanimate Insanity,Pickle,2011,2011
Inanimate Insanity,Suitcase,2011,2011
Inferno Cop,Heel Bad Billy,2012,2012
Inferno Cop,Inferno Cop,2012,2012
Inferno Cop,Maternity Madam,2012,2012
Inferno Cop,Police,2012,2012
Inferno Cop,Zombie,2012,2012
Infini-T Force,Anna Kurosawa,2017,2017
Infini-T Force,Casshan,2017,2017
Infini-T Force,Damian Grey,2017,2017
Infini-T Force,Emi Kaidou,2017,2017
Infini-T Force,Jouji Minami,2017,2017
Infini-T Force,Ken Washio,2017,2017
Infini-T Force,Takeshi Yoroi,2017,2017
Infini-T Force,Z,2017,2017
Infinity Train,Amelia,2019,2019
Infinity Train,Atticus,2019,2019
Infinity Train,Glad-One,2019,2019
Infinity Train,Grace,2019,2019
Infinity Train,Hazel,2019,2019
Infinity Train,Jesse,2019,2019
Infinity Train,Sad-One,2019,2019
Infinity Train,Simon,2019,2019
Infinity Train,The Cat,2019,2019
Infinity Train,Tulip Olsen,2019,2019
InHumanoids,Auger,1986,1986
InHumanoids,Crygen,1986,1986
InHumanoids,D'Compose,1986,1986
InHumanoids,Dr. Derek Bright,1986,1986
InHumanoids,General Granitary,1986,1986
InHumanoids,Herc Armstrong,1986,1986
InHumanoids,Liquidator,1986,1986
InHumanoids,Metlar,1986,1986
InHumanoids,Redlen,1986,1986
InHumanoids,Sandra Shore,1986,1986
Inspector Gadget,Amazon Annie,1983,1986
Inspector Gadget,Big M.A.D Agent,1983,1986
Inspector Gadget,Brain,1983,1986
Inspector Gadget,Chef Gontier,1983,1986
Inspector Gadget,Chief Quimby,1983,1986
Inspector Gadget,Gadget,1983,1986
Inspector Gadget,M.A.D Agent,1983,1986
Inspector Gadget,Penny,1983,1986
Inspector Gadget,Sophie,1983,1986
Inuyasha,Inuyasha,2000,2004
Inuyasha,InuYasha,2000,2004
Inuyasha,Kagome Higurashi,2000,2004
Inuyasha,Miroku,2000,2004
Inuyasha,Sango,2000,2004
Inuyasha,Shippo,2000,2004
Inuyasha,Shippou,2000,2004
InuYasha: The Final Act,Inuyasha,2009,2010
InuYasha: The Final Act,Kagome Higurashi,2009,2010
InuYasha: The Final Act,Miroku,2009,2010
InuYasha: The Final Act,Sango,2009,2010
InuYasha: The Final Act,Shippo,2009,2010
Inuyashiki,Hiro Shishigami,2017,2017
Inuyashiki,Ichiro Inuyashiki,2017,2017
Inuyashiki,Koushi Inuyashiki,2017,2017
Inuyashiki,Mari Inuyashiki,2017,2017
Inuyashiki,Marie Inuyashiki,2017,2017
Inuyashiki,Naoyuki Ando,2017,2017
Invasion America,Angie Romar,1998,1998
Invasion America,Cale Oosha,1998,1998
Invasion America,David Carter,1998,1998
Invasion America,General Gordon,1998,1998
Invasion America,Jim Bailey,1998,1998
Invasion America,Major Lomack,1998,1998
Invasion America,Philip Stark,1998,1998
Invasion America,Rita Carter,1998,1998
Invasion America,Simon,1998,1998
Invasion America,The Dragit,1998,1998
Investigation Held by Kolobki,Karbofos,1986,1986
Investigation Held by Kolobki,The Chief,1986,1986
Investigation Held by Kolobki,The Colleague,1986,1986
Invincible,Allen the Alien,2021,2021
Invincible,Amber Bennett,2021,2021
Invincible,Art Rosebaum,2021,2021
Invincible,Cecil Stedman,2021,2021
Invincible,Debbie Grayson,2021,2021
Invincible,Fightmaster & Dropkick,2021,2021
Invincible,Mark Grayson,2021,2021
Invincible,Oliver Grayson,2021,2021
Invincible,Omni-Man,2021,2021
Invincible,Rex Sloan,2021,2021
Iron Man,Dr. Chika Tanaka,2010,2010
Iron Man,Editor Nomura,2010,2010
Iron Man,Ho Yinsen,2010,2010
Iron Man,Ichiro Masuda,2010,2010
